id,first_name,last_name,participant_id,course,course_id,register_date,participation_rate,course_completion_rate,task_completion_rate,feedback_rate
458,Jaine,Jeduch,39910ad7-7605-4528-945e-bfa2be8a6f78,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,29/05/2021,30.33,2.88,,
459,Noach,Arnaez,634d83e8-9469-445b-92d8-9ccab799ada6,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,27/01/2019,2.74,78.5,2.62,21.94
460,Ignacio,Bachura,e40596ae-ccd4-4fe0-b5b3-634e721db4f3,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,27/04/2020,65.02,64.63,,
461,Beale,Bryers,2a9cc6ae-3e21-4731-ae31-4dfdf83a3173,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,02/04/2019,20.37,52.42,70.35,7.35
462,Fedora,Renachowski,e3c4b505-8c66-4b9e-8472-66c8dd47d6dd,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,24/08/2019,91.43,82.36,53.68,5.99
463,Bernete,Beddin,c18810fe-3859-419a-9525-d6f48dfa6d98,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,25/01/2020,7.25,48.79,99.88,12.48
464,Tanny,Raithmill,e5449667-026d-47b2-87b2-62509e03db80,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,19/04/2021,86.11,30.76,10.46,24.99
465,Lexy,Frohock,000cffa9-b417-4720-8305-addd94e935ac,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,03/12/2021,97.3,70.09,30.93,65.3
466,Ernestus,Crallan,2f751a32-6b29-46a5-89f6-e62e1ec4f049,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,30/08/2021,28.39,12.34,90.45,55.18
467,Jillayne,Vanes,14e98f1b-88ab-4858-be16-7880f7dbfc34,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,23/06/2021,24.04,81.41,53.53,23.48
468,Heloise,Van Zon,64542443-89b2-4967-962e-20760001ce88,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,26/12/2020,42.35,78.74,41.21,7.16
469,Sidoney,Postles,75dca55f-5fab-45dc-ad53-5e9374a20546,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,03/10/2021,76.54,84.98,39.51,50.96
470,Morgen,Echallie,15465e83-bba4-49fe-b89d-686bc238c9ec,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,05/08/2021,80.64,61.25,12.79,72.1
471,Letizia,Pringle,33d40b80-6cf7-4f4b-afbb-b84762cd81a4,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,14/10/2020,62.36,29.84,61.0,24.83
472,Piper,Pender,855364ed-4656-4013-91c3-b23172955110,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,13/04/2021,11.87,23.16,91.58,72.25
473,Aleen,Portis,22e43b3a-4cda-40b7-ae91-921a077f1593,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,18/12/2021,73.7,46.88,37.3,18.6
474,Karoline,Jahnel,a1d85698-6941-41a2-9045-58167ae7fe14,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,30/04/2019,29.25,8.61,4.52,19.58
475,Gram,Nucciotti,e17325f1-c126-4b14-ae5a-3b6558fa1f09,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/04/2020,25.13,87.55,74.93,38.09
476,Kort,Gaish,a28a4262-6a97-466f-a039-c90deaf77002,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,15/09/2020,78.83,74.21,70.75,90.9
477,Kirsten,Flaubert,b0cbab9d-6b2f-4226-980b-23bf297b44aa,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,07/01/2021,10.56,25.65,20.44,31.13
478,Wanda,Allibone,8b8a30ca-84c2-4bfc-82a3-30dbd65ca35a,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,27/04/2019,50.04,93.04,7.75,44.44
479,Mohandis,Graybeal,979480b8-c90a-4be2-b441-4572063b4aae,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,26/12/2021,19.94,79.04,30.15,24.41
480,Noll,Kohler,166b92a5-a28c-45e3-8631-e9670924720e,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,06/08/2021,31.85,98.59,41.99,32.34
481,Victoir,Townsley,df249745-d0ce-48d5-aa8c-48778b983658,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,07/02/2019,9.91,33.19,,
482,Parke,Marshland,38e61aa2-2348-4d3b-adbc-f320a564ca66,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,09/12/2020,80.01,38.9,56.19,35.94
483,Phillis,Winterbottom,fe3fb9a1-5e38-49af-a483-74c75c9774be,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,29/03/2020,51.51,12.09,69.86,58.77
484,Morgan,Masi,732bfdc2-f03d-4902-933c-213f4fc527e2,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/09/2021,75.13,41.73,49.62,75.81
485,Rice,Kinnear,bb62655b-112a-4b82-8146-149c98910d59,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,13/03/2021,39.49,6.28,12.45,54.69
486,Ange,Eustice,074677f6-2daa-4a4a-bb1f-94983e7096c3,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/05/2019,13.03,30.46,9.47,19.08
487,William,Naulty,44b781e0-240f-4e9a-a4a8-3bcbe77bbd98,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/10/2020,5.05,60.59,22.9,73.92
488,Asher,Klimas,a998326d-c18b-412f-9196-4de07f2f3d0f,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,09/04/2020,57.2,92.52,36.66,14.19
489,Wallis,Bergin,874b7608-03a7-456e-b4d5-a40c95639132,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,25/02/2020,24.34,26.92,35.43,57.75
490,Coop,Haliday,f3c007b5-708b-4b29-8f8c-deb4c5baead7,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,12/07/2020,80.32,44.35,41.52,14.03
491,Jacquelin,Payfoot,1e9defc3-f1fc-45be-bd51-2bcb21dcf05d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,08/10/2021,90.03,38.17,40.09,86.46
492,Helge,Dodworth,8abdc4bb-3146-47ff-a67e-45893dd7a98a,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,24/04/2021,3.46,60.89,7.82,87.45
493,Kincaid,Giffard,b1fb2711-3fcd-4be3-a648-28f957d514e4,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,31/01/2019,33.92,14.98,99.68,76.24
494,Erich,Panks,e8f60988-0341-4f6b-89a4-929d6a1881ed,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,27/08/2021,65.93,22.75,55.1,22.44
495,Golda,Healings,43e19324-571b-47d1-9c0a-5b617f911880,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,07/01/2020,57.77,91.63,10.06,51.72
496,Willie,Annetts,0f9a84e7-f1da-4993-a600-7663299c819d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,13/05/2020,97.69,16.25,58.92,95.48
497,Marabel,Brando,352f01d7-9fd6-4733-a0bd-a2706b31bd63,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,15/11/2020,81.88,49.97,25.87,39.16
498,Patti,Braysher,2b73a5a0-fa45-4d0d-89cb-c355a1dc937c,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,24/09/2021,75.11,39.89,23.52,70.84
499,Lucinda,Iuorio,4b246e27-a99e-4173-a145-3d77c05ebe0f,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,11/06/2020,28.88,23.7,40.86,17.23
500,Karylin,Mapston,dca402ab-834b-4b7e-b308-a4e025ec27e8,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,19/01/2019,95.05,,,
501,Smith,Haldin,001ca07b-5db8-4f90-8f1e-561627a27717,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,06/07/2021,70.31,54.2,64.3,84.32
502,Leonidas,Druitt,670222ec-4abf-4490-9d72-f906651e73d4,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,07/10/2019,90.85,81.93,98.65,27.28
503,Alastair,Frobisher,619d504b-88d1-498e-9a73-dbd55ae806c3,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,20/01/2020,14.12,75.69,2.7,50.37
504,Cody,Alliban,ffd499f1-cba6-41f4-bb80-3361e82a05fe,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,15/05/2020,82.72,87.78,,
505,Bendix,Phibb,b136d21f-4acd-4b93-86e6-5265bedce2a1,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,30/08/2021,41.0,57.55,,
506,Carlynne,Benford,09a2417c-45bd-4e44-b058-dac58b0c8fa8,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,07/02/2020,76.89,32.9,23.36,28.43
507,Sigfrid,Freak,20af6504-29ec-4c1a-94ab-8e87638a0cdc,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,20/12/2021,69.45,15.58,63.68,15.18
508,Rhodie,Castiello,d11b41a1-fe45-4946-8c0c-dd69ff9830ee,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,13/02/2020,58.39,34.18,43.77,70.68
509,Garfield,Sanderson,5251f223-4578-452c-8364-b0d4a18db47e,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,26/01/2021,61.57,31.3,40.48,78.86
510,Carmelita,Elman,f57df85e-56b6-4ecd-8419-0fdf6477ad85,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,05/01/2021,93.98,41.16,22.09,47.3
511,Ichabod,Conaghy,88d81064-d521-482b-877a-8f7f79d2f6af,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,07/12/2020,94.15,25.05,17.81,27.32
512,Neron,Mattiacci,22f0b19a-bc7c-41da-80df-63158f517514,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,24/07/2019,78.57,67.11,29.0,8.91
513,Hamid,Fitton,da6f139a-20ad-42d6-857e-5536fce077ed,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,13/08/2019,29.13,67.35,91.14,97.93
514,Jennette,Rabbe,0df3a648-abdd-425b-9175-4177e05e9c60,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,20/06/2021,86.52,58.88,45.5,92.13
515,Linc,Marlon,724650e9-6af5-4381-9369-732752aff880,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,13/05/2019,68.86,11.83,4.39,59.51
516,Jere,Jenkinson,5f2c3647-fc6c-40c8-98a6-5d7ac02b139c,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/12/2020,31.74,19.67,6.13,69.35
517,Hanni,Wycliffe,5187b318-fe86-47cd-ba5c-ea519f62d021,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,24/09/2019,21.93,79.44,,
518,Haywood,Tinan,7b204ee2-9a77-4ca1-94fb-90eaca1a0a43,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,30/09/2020,57.44,99.24,83.26,12.92
519,Kirstin,Le Prevost,548f7273-7acd-4019-aea7-15fd817ecf51,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,19/07/2020,20.11,29.01,24.17,7.38
520,Kamila,Broady,a9518bc8-bd8b-4dc5-8bcf-0e64254b53f6,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,28/01/2021,15.33,86.28,,
521,Jammal,Hamill,808825a8-cd27-4582-a18e-9ef24cf38fd8,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,19/07/2019,7.33,24.18,79.29,2.7
522,Perl,Rennicks,52838848-d1c2-4621-90c7-703446696ac1,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,26/09/2019,21.32,40.97,95.9,97.38
523,Dareen,Armstrong,969310ee-592f-4be4-bd4a-072562b3e31a,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/02/2021,68.47,82.84,37.09,69.75
524,Adrea,Mcwhinnie,b8399fb4-aad9-40fd-8ce4-88014dbbbf3c,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,20/02/2020,39.01,54.81,20.59,91.37
525,Micky,Theaker,5a212a43-39ea-417c-aae2-559f9cbf16be,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,05/08/2019,68.01,70.92,60.38,69.53
526,Elwood,Ahern,9fb48ebd-d2d5-4474-af7e-644a10f88b68,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/10/2020,8.41,20.91,69.03,51.45
527,Dyane,De Mattei,02db5f19-18b2-43c0-9c77-99b2f6fed13f,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,21/04/2019,65.18,79.04,56.96,15.35
528,Baxter,Arnaud,3bb6e22f-3e8d-4838-8dbf-3eb4384d6a52,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,02/11/2020,53.97,49.08,55.63,96.19
529,Yasmin,Georgi,8318637d-30b0-4e16-9a77-5063ebe66365,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,04/12/2019,71.21,18.42,95.52,42.05
530,Salomon,Spinola,0933ca6b-b23c-4e9b-8026-3d5b52d72bdb,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/10/2020,29.88,49.34,13.76,34.84
531,Lizzy,Caldera,a7c9a43e-646e-48a1-abfa-a1300077b5b2,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,07/07/2021,13.64,1.23,3.27,48.99
532,Maryanne,Rawood,871ff233-f0e9-4191-839e-5b11e0fd63fc,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,27/10/2021,52.85,,,
533,Bryon,Dyerson,e46dbaaa-7008-4e0a-bd91-6b07b520f181,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,14/06/2020,82.44,29.07,92.57,2.3
534,Lorain,Fee,063319b9-1d82-4678-b189-3de128647a0a,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,27/08/2020,65.94,33.86,32.97,87.79
535,Brina,Kadwallider,43464b53-f3bb-4fdb-b356-6c183e478182,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,05/03/2019,95.65,7.24,47.92,74.32
536,Elinor,Jiroutek,03c6233d-baf8-43ee-8dcb-ed78b9f9214a,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,30/03/2021,27.0,90.78,,
537,Waylan,Vanyard,701e7238-00a7-4057-a01b-aa53911325c6,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,14/09/2020,50.16,60.98,37.53,91.53
538,Zenia,Kisby,eb957c1b-1237-4cf1-92f6-64ca7a6f20c4,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,22/02/2020,44.22,13.85,71.14,78.31
539,Ursulina,Booij,95d0a546-48af-49f0-9f51-2212c83b64aa,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,19/07/2020,92.48,96.11,25.85,35.42
540,Chrissie,Swigger,651fb7d1-7aed-4f65-8152-f71cff4adfc1,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,15/12/2019,33.5,63.67,29.93,3.5
541,Sela,Braunstein,3c8a43f4-0d74-495f-8612-3d4188fc74b3,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,27/01/2020,2.99,66.7,73.31,43.06
542,Flossy,Phidgin,1081e171-45bc-487d-acb1-e4bfe303d622,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,12/11/2020,34.26,16.9,49.69,83.72
543,Janey,Nicholes,3a10cfb5-2bd3-4b3f-b0b6-9b250e26607f,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,06/10/2021,20.21,57.38,7.68,29.27
544,Rozalin,Peinke,ef85a2e6-7a9b-4e30-b7b3-a3a97921b606,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/11/2021,5.19,21.57,35.01,18.28
545,Reeva,Debling,0f140b35-c793-46b0-ab68-46aa92ea6f61,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/04/2020,84.32,65.85,68.41,14.72
546,Kirsteni,Elders,68543976-fc0f-43bc-8abc-f56ea4c1f13f,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/08/2019,91.96,71.71,19.26,6.85
547,Cyril,Baldi,3479b720-23f7-496f-842b-e3fdbf64244a,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,11/04/2019,14.63,80.33,28.08,73.35
548,Edithe,McAlarney,555cab82-3f89-4c5b-a9e4-f33f712f459f,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,29/08/2021,28.51,9.73,83.44,42.12
549,Remy,Dossantos,6ecd4e86-50f2-487b-97f9-d0f199388469,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,12/12/2019,75.54,86.86,68.18,5.7
550,Linea,Greenside,d2774c16-1b33-4f67-b3c1-b9d325478515,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,25/12/2021,5.13,40.15,80.23,37.04
551,Base,Deetlefs,14547402-ce53-403e-a1fc-a5c27b3cf82d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,29/06/2020,3.62,,,
552,Gabriel,Van der Velden,06e7867c-935c-4c24-8312-9d83dcf24f78,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/09/2019,21.38,83.91,77.11,77.89
553,Ralina,Detoile,7e9e1338-c33b-4df1-9826-e813524fce55,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/07/2019,71.59,33.32,76.3,30.94
554,Ignaz,Alabastar,1e5233e6-f222-47d8-a2ac-aec5522ffbd0,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,04/09/2019,8.61,59.8,61.31,82.69
555,Glynda,Guiet,29f2fdfc-d186-4ab6-ad10-89af47d35eeb,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/03/2019,46.77,48.31,,
556,Jolene,Tremayne,9b865ec8-36e6-4c04-9f84-99c73c2f977c,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,04/07/2021,71.06,45.39,14.98,27.05
557,Alec,Guerreiro,ee9724dd-af27-4178-ba8d-61e0a41ce71b,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,10/07/2020,98.33,49.87,59.5,7.53
558,Mikol,Tschersich,d722997c-1752-4ed0-9030-3e8ac9c3470c,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,09/02/2020,39.26,30.22,,
559,Jason,Allitt,e211e51c-eddb-409c-996a-1a64f53bd26e,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,29/05/2021,18.66,80.28,17.82,12.91
560,Herculie,Strippel,ceee7030-025b-4501-9fef-5b15c0053122,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/08/2020,11.93,3.49,70.07,93.19
561,Lambert,Beauman,a22d5487-d32d-46ab-96ed-3847f8b5a6d5,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,29/05/2021,39.7,20.34,32.26,27.2
562,Boonie,D'Arrigo,8f8ad445-4564-4fab-8768-bcb8759ac5f6,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,20/02/2020,17.27,46.53,14.21,69.72
563,Taddeusz,Ulrik,7ffad287-44c5-4cc2-8051-5e85f53856c1,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,15/10/2020,20.91,91.64,,
564,Doris,Slatten,93f56c2e-3635-4e45-a2d3-37849a92ef03,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,24/04/2020,92.04,50.5,17.18,84.99
565,Oberon,Sapp,1702a5a6-19a6-4002-bb39-993586cc8272,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,24/11/2019,1.35,49.57,94.76,80.99
566,Ephrayim,Espinoy,72c18845-e3e0-4d94-918b-4559e243c0b2,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,24/02/2019,11.65,78.68,47.73,65.21
567,Franciska,Linney,a9a0213a-96fe-43fc-ab95-fc13691edfe5,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,10/08/2021,55.78,23.11,92.06,96.51
568,Moise,Folliott,92bae867-1a3c-4d09-a39b-83a954b0d19a,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,04/08/2021,75.11,24.95,27.41,35.1
569,Lottie,Flieger,c43fb63b-9b69-4695-9daa-3f21268dc9c8,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,22/04/2021,66.06,26.24,72.4,19.57
570,Kaylee,Millery,a2975d0e-2623-4fc2-8cc5-31702a50fcff,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,08/11/2021,59.52,47.57,3.42,86.38
571,Adey,Polack,89e0069c-ec4f-471c-b799-8c00a46c3631,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,12/08/2019,84.78,56.64,61.67,91.73
572,Adrianna,Hartnell,2339948e-c9aa-4e1b-814f-d651a85a83a2,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,28/04/2020,50.51,,,
573,Gaynor,Sweedy,edf13724-e56c-461a-9ed0-629617dda9c6,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,10/09/2019,21.73,3.26,13.99,1.11
574,Lorne,Hollibone,ad202e57-3af7-4389-bceb-ba47f0cbaf26,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/11/2019,26.0,26.97,62.84,13.3
575,Vania,Mogey,9a7f17b7-aeb4-4998-9614-73971952e88d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,30/01/2020,22.18,,,
576,Danya,Mar,bfc077ca-b38c-4787-b60b-8cdc5d771cbf,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,29/10/2021,63.55,2.27,97.33,81.1
577,Ives,Beckenham,42549623-5055-4d75-a745-263a01fba4ec,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,30/08/2019,28.94,37.95,64.15,23.0
578,Ana,Harnetty,9a24f927-65a0-4ed3-a272-15459d0ec394,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,12/06/2021,24.09,78.77,,
579,Ginevra,Yakobowitch,4d0630aa-c8b8-49b7-a169-fc4d7dc4b984,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,28/01/2021,94.19,38.04,61.65,15.38
580,Buckie,Paulou,8322fe80-0f70-4b52-9d84-ba0d7c15bdcd,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,06/07/2020,60.32,84.56,4.4,25.69
581,Cassi,Aubrun,8f5f3f36-9782-4988-bf4b-f03f749da921,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,06/09/2021,30.79,99.0,57.24,87.53
582,Novelia,Cossom,650e1408-5664-4c60-9dbe-1a9584c2cb8d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,14/09/2019,73.38,37.34,8.49,98.48
583,Walther,Begg,8998e64d-6316-4c3e-a4df-18c67fbdee0a,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,08/08/2021,79.46,89.26,85.12,56.74
584,Andrew,Garcia,f3ff5494-91bf-4e67-893d-beeced0a0cda,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,26/12/2020,96.12,,,
585,Teena,Lloyd,92324ec3-cf04-4022-94bc-9091def1d07a,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/10/2019,45.26,3.54,69.5,52.19
586,Lorne,Jacomb,f1fd14b2-4f08-4407-9514-5a6d729ef62d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,02/02/2021,92.07,89.53,47.18,72.85
587,Erhart,Cattrell,d959aba2-d295-4581-8905-48a0f1497e7c,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,25/02/2021,78.53,67.68,,
588,Hiram,Aguirrezabal,4ffdb8dc-07f4-4119-9481-4dedd20d502d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,08/10/2020,41.94,44.96,,
589,Ashlee,Benza,1e9539e1-fee6-429e-af8e-dacd40629612,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,13/01/2019,28.81,13.52,35.38,57.26
590,Clarance,Diggons,73fe640b-6f46-4ebc-a8d9-cea84c801e85,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/09/2020,58.27,58.96,75.43,8.54
591,Herman,Gavagan,e1985f5b-4b41-4e80-9462-1eb85811ee55,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,06/05/2021,59.1,7.66,77.06,78.88
592,Verene,Kemmett,40ae6b5c-3749-4e54-88ad-e77ccb13030e,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/07/2019,1.25,7.78,92.2,63.03
593,Rianon,MacSweeney,94e7f5ef-8edb-4d04-ad17-638abeefdd9b,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,24/12/2019,47.73,65.77,39.06,1.2
594,Kermit,Chill,54c647b3-e9e4-4b89-a394-25018228679b,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,28/11/2019,89.28,46.76,36.36,90.13
595,Reiko,Bastie,07adeee3-6db0-4ebe-98d6-14bbc21e509d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,24/08/2019,17.7,41.69,26.49,11.14
596,Aloysius,Tuvey,44ad77ec-8b34-4437-8199-bae0c013e666,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/02/2021,30.19,70.37,78.99,23.58
597,Blythe,Stroder,43f1a3ed-5f2f-43f2-9a2f-9314287d3083,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,12/01/2019,91.82,70.36,18.34,37.38
598,Marvin,Preble,73893c5e-80b1-4817-88fa-01d14a9fcc58,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,28/09/2021,89.55,36.32,,
599,Spencer,Wintour,1bd75c7d-984b-4de1-8cf6-660fcc49b2e2,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,10/11/2019,4.67,55.8,21.4,25.99
600,Ingeborg,Tregiddo,f6b3b86d-2d54-4e03-8ff1-277d20621778,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,14/02/2019,41.43,29.35,27.45,27.16
601,Corina,Faldo,8c835c03-6b81-49d0-8184-313e3af097a9,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,22/09/2019,96.98,6.95,74.57,22.99
602,Trudy,Cuesta,737d0467-cb3a-4c4e-8b13-a2a549540862,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,02/02/2019,92.66,30.73,65.17,92.62
603,Rina,Mower,f3b9b424-2d7f-4cde-ac3d-3eee0f5c759f,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,05/11/2019,71.19,68.28,50.03,66.85
604,Pattin,Royl,5906f98c-2fd5-47e5-8b68-ea888dfec487,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,02/05/2020,68.79,63.26,53.36,85.06
605,Packston,Addicott,36e10ad1-c4eb-488e-8764-f37562a1eb99,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,18/09/2019,47.5,87.23,52.66,98.08
606,Lauren,Maybery,70b233de-88bf-4043-b622-479dd671e0df,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,28/09/2021,54.01,11.87,62.9,14.1
607,Brandyn,Janjusevic,04541108-de9b-4215-84e5-d5279ef2b087,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/07/2021,22.67,14.32,93.36,41.69
608,Noak,Caspell,1858d4ff-537c-479d-b92b-ac567ad92db0,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,30/05/2020,62.17,28.83,,
609,Flossi,Grant,b0719e09-64eb-46be-95a6-7592170b74c5,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,05/02/2019,85.26,,,
610,Bell,Bradford,fcf6bee5-4de6-45fc-85de-e4cced690130,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,12/12/2019,1.8,42.62,82.46,78.39
